Package_name,Reviewer_name,Review,Rating
Bitdefender Mobile Security,A Google user,"I have had this app for 3 months now,and it seems to do as advertised. I once accidentally clicked on a malicious link, and Bitdefender blocked me from entering it. I also clicked on a malicious link on another very popular app, and it again prevented me from entering. I would recommend to anyone that has a mobile phone.",2
Bitdefender Mobile Security,A Google user,"This will be my last year using BitDefender. Whilst technically ok, the 10 limit is not of this time anymore: At anytime I use: - 2 phones - 2 tablets - 2 desktop pc's - 3 laptops So I by myself need 9 of the licenses? what about the rest of my family: Point to take home: up that 10 node limit, bind it to users, MAC addresses or pin it to IP addresses, to stop abuse/piracyp 10 seems generous. It is not. in this day and age it is very common to have multiple devices. Up that limit pls",4
Bitdefender Mobile Security,A Google user,Best dang protection I had other than smith and Wesson...,5
Bitdefender Mobile Security,A Google user,"We all need protection. There are so many hackers everywhere. I appreciate bitdefender, it's a very good virus protection for PC and Android phones. I highly recommend this product 👌",5
Bitdefender Mobile Security,A Google user,Great antivirse,5
Bitdefender Mobile Security,A Google user,very good,5
Bitdefender Mobile Security,A Google user,Excellent,5
Bitdefender Mobile Security,A Google user,Nice app 💯💯☺️☺️,5
Bitdefender Mobile Security,A Google user,Works with ease and feel protected,4
Bitdefender Mobile Security,A Google user,"I wanted a good Antivirus and defender from chat GPT, it offerd it to me.",5
Bitdefender Mobile Security,A Google user,Block bad sites working Good,5
Bitdefender Mobile Security,A Google user,Great ! Highly recommended!,5
Bitdefender Mobile Security,A Google user,"easy to set up, great price !",5
Bitdefender Mobile Security,A Google user,Web browser security keeps turning off...... So annoying.....,2
Bitdefender Mobile Security,A Google user,Nice app for cleaning phone virus,2
Bitdefender Mobile Security,A Google user,Best mobile security and antivirus app.,5
Bitdefender Mobile Security,A Google user,Protects my equipment from all malware and viruses!,5
Bitdefender Mobile Security,A Google user,This is a great app so far so good!,5
Bitdefender Mobile Security,A Google user,"Now after recent updates the app crashes most of time iam opening it, I even have paid licence for it.",1
Bitdefender Mobile Security,A Google user,Great app 👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
Bitdefender Mobile Security,A Google user,Very good app,5
Bitdefender Mobile Security,A Google user,"Virus protection itself is great, never really had a problem, but the app does have some bugs, and wish their was a easy way to check payments and billing, adding and removing credit cards without having to call and wait on hold",4
Bitdefender Mobile Security,A Google user,Easy to navigate for beginners,5
Bitdefender Mobile Security,A Google user,"Great APP, has really been protecting me!",5
Bitdefender Mobile Security,A Google user,Support for app was excellent for,5
Bitdefender Mobile Security,A Google user,I have been using Bitdefender since 2016 and it has never disappointed,5
Bitdefender Mobile Security,A Google user,Love it and hope it kicks my ex out of my phone,5
Bitdefender Mobile Security,A Google user,Very grate app recommend,5
Bitdefender Mobile Security,A Google user,"It's Awesome App I love it , loyal,fast, easy to get, security and facility services",5
Bitdefender Mobile Security,A Google user,I love the virus protection it provides. Had an issue renewing but Bitdefender provided great customer service and got me straightened out!,5
Bitdefender Mobile Security,A Google user,Much better than my previous software.,5
Bitdefender Mobile Security,A Google user,Downloaded it and found three virus internet infections did it 3 or 4 times and the three threats are now gone!!!,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,AppLock not working,2
Bitdefender Mobile Security,A Google user,"When you're as thick in the head as I am, it's nice to feel secure online with Bitdefender looking out for me. It's stopped many, many threats",5
Bitdefender Mobile Security,A Google user,It works!!!,5
Bitdefender Mobile Security,A Google user,Excellent product. Keeps my computer and phone safe.,5
Bitdefender Mobile Security,A Google user,Nice,4
Bitdefender Mobile Security,A Google user,"Hands down ONE OF THEE BEST anti virus protections, I highly recommend it! Edit: the app gives me an error about not having wifi/cell phone connection, which is odd. Please fix it ASAP cause I want to purchase the yearly plan.",4
Bitdefender Mobile Security,A Google user,"Update: Have a P9P now and the app lock is a bigger issue now with biometric finger print not working if face unlock fails. Hope this gets addressed. Biggest annoyance so far is the app lock. It doesn't seem to work well with biometrics as there is always an issue and I have to enter my PIN everytime. It would be nice if they could address the reliability of the biometric working with the app lock feature. Maybe a fix or improvement down the road I hope. Otherwise, overall it's great!",3
Bitdefender Mobile Security,A Google user,Auto-turning off the scan alert and web protection features even though given the right permissions. We need some improvements on auto turn-offs.,1
Bitdefender Mobile Security,A Google user,The free version works well for me.,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,Login required? Seriously?,1
Bitdefender Mobile Security,A Google user,Disables at least 3 times a day even though all battery saving options are turned off. Can't get it to stay active for more than 5 hours without is disabling. It's very annoying.,4
Bitdefender Mobile Security,A Google user,It's working good condition.,4
Bitdefender Mobile Security,A Google user,Awesome app! Highly recommended. Leader in the industry. Autopilot is terrific. Try Autopilot!,5
Bitdefender Mobile Security,A Google user,Good 👍,5
Bitdefender Mobile Security,A Google user,Huge W,5
Bitdefender Mobile Security,A Google user,"What can I say, IT WORKS!",5
Bitdefender Mobile Security,A Google user,great,5
Bitdefender Mobile Security,A Google user,Very easy to use.,5
Bitdefender Mobile Security,A Google user,Trying new app,3
Bitdefender Mobile Security,A Google user,So far I'm loving this app!,5
Bitdefender Mobile Security,A Google user,"Very good, best antivirus!",5
Bitdefender Mobile Security,A Google user,"Have on two desktops, tablet & mobile. Love it. They do the lot. We do not have to worry about anything only of course pay. Still every bit as happy with Bitdefender. The very best security app. Still as happy with Bitdefender few years on.",5
Bitdefender Mobile Security,A Google user,You took my money and canceled my service.Go Gangsters,1
Bitdefender Mobile Security,A Google user,I recommend Bitdefender leader in global security,5
Bitdefender Mobile Security,A Google user,Nice recommend,5
Bitdefender Mobile Security,A Google user,Loads of protection and easy to use,5
Bitdefender Mobile Security,A Google user,All good !,5
Bitdefender Mobile Security,A Google user,Very Good,5
Bitdefender Mobile Security,A Google user,I just hope it works 🤞🙏,5
Bitdefender Mobile Security,A Google user,"I use this on my PC and phone. Recently the PC bitdefender turns itself off. Also, my phone bitdefender locks up. Used to work great. I'm a ESET fan but husband liked bitdefender. Won't purchase again. Need stable protection on my devices.",2
Bitdefender Mobile Security,A Google user,Love the application.,5
Bitdefender Mobile Security,A Google user,Awesome,5
Bitdefender Mobile Security,A Google user,Everything functions well in scanning apps and emails for leaks. Much much more.,5
Bitdefender Mobile Security,A Google user,"Work well, especially when I get sent to a website without pressing on anything and the Bitdefender prevent any viruses from that.",5
Bitdefender Mobile Security,A Google user,Excelente performance,5
Bitdefender Mobile Security,A Google user,"after using norton for the last several years, this is a nice change. It is so much better.",5
Bitdefender Mobile Security,A Google user,Just perfekt!,5
Bitdefender Mobile Security,A Google user,Remote features by Bitdefender never works properly.,1
Bitdefender Mobile Security,A Google user,"Best mobile antivirus, it has alot more features than any other antivirus out there. From account monitoring to scanning my device it does an amazing job. Highly recommended!",5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,It looks good,5
Bitdefender Mobile Security,A Google user,Thank u bit,5
Bitdefender Mobile Security,A Google user,Keeps phones and laptops fast and safe,5
Bitdefender Mobile Security,A Google user,Great app,5
Bitdefender Mobile Security,A Google user,"Great app, and value",5
Bitdefender Mobile Security,A Google user,De ce nu pot folosi aplicatia pe huawei?! Dezamāgitor!,1
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,"Easier than all other virus down loads. Not computer wise, buti got virus done not sure yet about the other.",5
Bitdefender Mobile Security,A Google user,Good,5
Bitdefender Mobile Security,A Google user,BitFinder recently notified me about a suspicious email which turned out to be malware. That in itself is priceless. Im 100% recommending this app.,5
Bitdefender Mobile Security,A Google user,Free is free for you! Free is figtishious for you. Free is a gift no,1
Bitdefender Mobile Security,A Google user,"There is nothing more important than mobile security. I find Bitdefender suits my needs when it comes to Mobile security. We have so many threats to not just our personal data, but our financial data too, this is why I purchased a subscription to Bitdefender VPN which is important in the fight against the many threats we can incur when surfing the Web So far so good. Yes, I would recommend Definately!",5
Bitdefender Mobile Security,A Google user,Awesome app controls to mention one of many included,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,"1) Repeatedly turns web protection off every 40 seconds or less. So what's the point? 2) Scans are manual. No autoscan available. So if you don't remember to scan daily? You're screwed. 3) VPN section is overlayed with text, so the only part of that page that's readable is the part telling you to download a separate VPN app from them (it explains why). 4) We shouldn't need to give location permission just to snap a photo when 3 unsuccessful unlock attempts are made. 5) Notification doesn't stay.",1
Bitdefender Mobile Security,A Google user,Excellent app and wanna keep using it for my security and my phones security,5
Bitdefender Mobile Security,A Google user,Been using for a while and it does protect the online scams and melware,5
Bitdefender Mobile Security,A Google user,Easy to use,4
Bitdefender Mobile Security,A Google user,OUTSTANDING!!,5
Bitdefender Mobile Security,A Google user,"I find this App to be SUPER, and very well done, Thank's Bitdefender & all your Crew !!!!🇺🇲🇮🇪🌵",5
Bitdefender Mobile Security,A Google user,"The latest update of app has made it freeze terribly. Even after clearing cache, it didn't help. I have ""(uninstalled and reinstalled)"" and have same issue. May need to change to different app.",2
Bitdefender Mobile Security,A Google user,It's simple and protects,5
Bitdefender Mobile Security,A Google user,"Reliable, excellent service",5
Bitdefender Mobile Security,A Google user,Most excellent,5
Bitdefender Mobile Security,A Google user,So good. Wow! Much Like!?,5
Bitdefender Mobile Security,A Google user,Good app to protect your device,5
Bitdefender Mobile Security,A Google user,"I use my phone A LOT, and got the scare of my life, yesterday, when I got hit with bogus virus warnings... I feel incredibly better now now that I installed BITDEFENDER :-))",5
Bitdefender Mobile Security,A Google user,Best app for mobile security,1
Bitdefender Mobile Security,A Google user,Really happy so far not intrusive simple to use,5
Bitdefender Mobile Security,A Google user,"Best protection, ease of use! Reàlly supports all appß, and you have all control. It has a low cost and does the job. Try it, out and you'll see.",5
Bitdefender Mobile Security,A Google user,Great antiviral products,5
Bitdefender Mobile Security,A Google user,Nice work 💯,5
Bitdefender Mobile Security,A Google user,"Excellent, best Antivirus on the market, you can get a cheap subscription off Ebay for 5 devices for under £25, I highly recommend you secure yourself with this app, on your laptop/PC and your smartphone.",5
Bitdefender Mobile Security,A Google user,❤️❤️the best,5
Bitdefender Mobile Security,A Google user,Grte,5
Bitdefender Mobile Security,A Google user,It works well and has robust features! The anomoly detection gives good peace of mind. The spam blocking is also great!,5
Bitdefender Mobile Security,A Google user,"What's New has been stuck with Change Anomaly Detection for a year, over multiple updates. What has actually been updated? EDIT: You didn't even read what I wrote, which had nothing to do with application issues!",2
Bitdefender Mobile Security,A Google user,Good free version of this app,5
Bitdefender Mobile Security,A Google user,Gives excellent protection.,5
Bitdefender Mobile Security,A Google user,"Tried new update. Storage scan starts sometimes by itself on top of manual scan. App hangs and asks to close when trying to initiate scan manually. Battery unrestricted, no difference.",2
Bitdefender Mobile Security,A Google user,Easy to use and always keeps me protected,5
Bitdefender Mobile Security,A Google user,Easy to use; powerful capabilities,5
Bitdefender Mobile Security,A Google user,Great app security,5
Bitdefender Mobile Security,A Google user,Good app to use,4
Bitdefender Mobile Security,A Google user,OUTSTANDING,5
Bitdefender Mobile Security,A Google user,"I haven't had it for very long, but so far, I like it.",4
Bitdefender Mobile Security,A Google user,"Great app, it's perfectly working, no hassle yet, thank you very much.",5
Bitdefender Mobile Security,A Google user,Best app ever!!!,5
Bitdefender Mobile Security,A Google user,Ive used Bitdefender on all my devices for years. I trust nothing else to keep me as safe!,5
Bitdefender Mobile Security,A Google user,So far so good seem secure,4
Bitdefender Mobile Security,A Google user,I have been using Bit Defender for many years and am very satisfied with the quality of the product. BD is protecting all my equipment and no problems ever. Thank you Bit Defender ! Keep on DEFENDING !,5
Bitdefender Mobile Security,A Google user,Using it for years. Dependable.,5
Bitdefender Mobile Security,A Google user,Excellent Application,5
Bitdefender Mobile Security,A Google user,The entire app freezes and crashes as soon as the start scan button is clicked. It's impossible to start a scan manually.,2
Bitdefender Mobile Security,A Google user,Excelent,5
Bitdefender Mobile Security,A Google user,Great product that I've been using for a dozen years,5
Bitdefender Mobile Security,A Google user,"Really worth the premium, has protected my phone on numerous occasions from dodgy links and scammers",5
Bitdefender Mobile Security,A Google user,👍,5
Bitdefender Mobile Security,A Google user,It scanned a malware that other antivirusus couldnthithis is the best antivirus,5
Bitdefender Mobile Security,A Google user,💜💜💜💜,5
Bitdefender Mobile Security,A Google user,So far so good. I need to check who the owner of the app is...,5
Bitdefender Mobile Security,A Google user,Thank for best security,5
Bitdefender Mobile Security,A Google user,So far I'd say it's a very good antivirus app.,5
Bitdefender Mobile Security,A Google user,"Testing this app for my android and so far, I like it. No too intrusive and simple to use.",5
Bitdefender Mobile Security,A Google user,Can be hacked happen to me.,5
Bitdefender Mobile Security,A Google user,Best AV solution,5
Bitdefender Mobile Security,A Google user,Happy To Get Activated In BANGLADESH..,4
Bitdefender Mobile Security,A Google user,I feel safe & secure with this app. It alerts me of suspicious items on my phone & I listen & obey. I love it I've had it a year,5
Bitdefender Mobile Security,A Google user,Good,5
Bitdefender Mobile Security,A Google user,"NO Auto renewal? NO ADs in paid version? Stops working if Google play is off? I have lots of bloatware I Stop & regular apps I'm not using Stopped & or disabled thus turned off . I need answers to these questions before I purchase. . I DON'T EVER purchase ""ANY Auto renew products"" UPDATE reduced to 1* No answer to my questions Other reviews: Saying got hacked or infected. Keeps turning off like my trial version",1
Bitdefender Mobile Security,A Google user,This app has it all!!,5
Bitdefender Mobile Security,A Google user,Easy to set up and use. Would recommend.,5
Bitdefender Mobile Security,A Google user,"Horrible- Adware! I use my Bitdefender on my PC so I wanted to try it on my cell. After installed, my phone immediately started getting pop ups ads and it wouldn't stop. I already had AVS antivirus installed on my phone and that was the only thing that could get the pop-ups off. I'm extremely disappointed!!",1
Bitdefender Mobile Security,A Google user,This is app is very good when my sms had many scammers and virus this app protected me from it,5
Bitdefender Mobile Security,A Google user,"All seems fine until you want to cancel your subscription's auto renewal, which is impossible.",1
Bitdefender Mobile Security,A Google user,Does what it says. Easy UI,5
Bitdefender Mobile Security,A Google user,I pray this helps my contact beyond my home is safer with Bitdefender. Everyone needs a good security .,5
Bitdefender Mobile Security,A Google user,Nice price for A1 service,5
Bitdefender Mobile Security,A Google user,Bitfender is easy to use and works so well and very detailed and I feel very safe using it,5
Bitdefender Mobile Security,A Google user,"As a family, we have been using Bitdefender for quite some time, they have been working really well for us by far for our desktops and mobiles.",5
Bitdefender Mobile Security,A Google user,"This app has come so far and no less than a cash grab, I just updated my app because I couldn't see anything and everything wouldn't do anything and my app lock was bad, and when I opened the app after update they're forcing me to buy a subscription to keep myself safe.",1
Bitdefender Mobile Security,A Google user,"Many of my passwords have disappeared. Telephone numbers and contacts and their information floated into the ether.. Spellchecker no longer works on one device. Countless emails, multiple repeats and questions unanswered. Unsatisfied. Almost enough to make me want to give up the net. Have been on it for over 35y Cause of shingles. Please, reimburse. Now, the app doesn't even want to be deleted.",2
Bitdefender Mobile Security,A Google user,Amazing!,5
Bitdefender Mobile Security,A Google user,Good,5
Bitdefender Mobile Security,A Google user,👍👍,5
Bitdefender Mobile Security,A Google user,Have used Biktdefender for more then 10 years and woulduseno other .,5
Bitdefender Mobile Security,A Google user,Best,5
Bitdefender Mobile Security,A Google user,great,5
Bitdefender Mobile Security,A Google user,it works easy to use,5
Bitdefender Mobile Security,A Google user,Good 😊,5
Bitdefender Mobile Security,A Google user,Useful and secure,5
Bitdefender Mobile Security,A Google user,Reassuring!,5
Bitdefender Mobile Security,A Google user,This app works very well.I'm very impressed and new.Listen to protected my phone very quickly.And get rid of the viruses. Recommend this app to anyone!,5
Bitdefender Mobile Security,A Google user,Fast and easy. I've had this service before and didn't have any issues.,5
Bitdefender Mobile Security,A Google user,"Great, cheap, pretty handle in use",5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,"Great app, very detailed but easy to install and work through. I feel so much more protected with this app!",5
Bitdefender Mobile Security,A Google user,Awesome,5
Bitdefender Mobile Security,A Google user,Very good,5
Bitdefender Mobile Security,A Google user,Absolutely good virus guard.,5
Bitdefender Mobile Security,A Google user,I have Bitdefender on all devices along with their premium VPM. I recommend it to anyone. Best hands down,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,Good,5
Bitdefender Mobile Security,A Google user,Bitdefender. Does what is says.,5
Bitdefender Mobile Security,A Google user,Just started using Bitdefender and it looks really great covers alot and at a good price,5
Bitdefender Mobile Security,A Google user,"Giving Bitdefender 4 stars . Bitdefender™ seems to be on top of things. I do recomend downloading , and paying the monies to have a pisser security app such as this Bitdefender™ mobile security app! I am not a very tech savvy individual so i wish it was a bit more clear if i'm using it & it is installed correctly. Go for it for certain! Ok its now, Oct 31/2024 and yes Bitdefender™ has brought multiple shady links to my attention warning me they were suspect and not to click on them. So it works!",5
Bitdefender Mobile Security,A Google user,Great,4
Bitdefender Mobile Security,A Google user,Works great,4
Bitdefender Mobile Security,A Google user,Pretty simple to sign in. I feel relieved knowing that I'm protected. Thank you.,5
Bitdefender Mobile Security,A Google user,I've been a fan of Bitdefender for years. It just keeps getting better n better and more n more evolved and integrated with other BD protections. The compatability is great. It plays well with others....,5
Bitdefender Mobile Security,A Google user,Great app,4
Bitdefender Mobile Security,A Google user,"This has been the best security app I've found. I'm not really tech savvy, but bitdefender has been easy to use (even for me) and intuitive to use. Highly recommend it to anyone who wants the best protection available.",5
Bitdefender Mobile Security,A Google user,Excellent mobile security,5
Bitdefender Mobile Security,A Google user,First class Android security,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,Works great. Awesome price. Well worth the money,5
Bitdefender Mobile Security,A Google user,App lock is not working and all Please fix it. Today 25 Oct 2024 I'm facing same issues again please fix it. Today 27 Oct 2024 I'm facing same issues again please fix it. Today 31 Oct 2024 I'm facing same issues again please fix it.,1
Bitdefender Mobile Security,A Google user,"Excellent app, hasn't interfered or got in the way with anything on my devices.",5
Bitdefender Mobile Security,A Google user,Defender of phones. One bit at a time,4
Bitdefender Mobile Security,A Google user,Test try it... Any BUGS OR NOT !!!,1
Bitdefender Mobile Security,A Google user,"So far, so good",5
Bitdefender Mobile Security,A Google user,IT HAS EVERYTHING ANTI MALWARE ANTI RAMSOMEWARE AND ANTI TROJAN EVERTHING BEST ANTI VIRUS!!!!!,5
Bitdefender Mobile Security,A Google user,"It's not ""in app purchases"", it's a PAID app, otherwise you just have a trial period and then it stops working.",1
Bitdefender Mobile Security,A Google user,Very good,4
Bitdefender Mobile Security,A Google user,Best Av Package ever. Just subscribed to Bitdefender Ultimate protection plus and the amount of included benefits is insane.,5
Bitdefender Mobile Security,A Google user,Superb Antivirus,5
Bitdefender Mobile Security,A Google user,Provides needed protection.,5
Bitdefender Mobile Security,A Google user,Fantastic app! Works very well!,5
Bitdefender Mobile Security,A Google user,Very easy to use,5
Bitdefender Mobile Security,A Google user,Still working through it,4
Bitdefender Mobile Security,A Google user,"So far so good, very light, no slowing down of device. Bang for buck I don't think you can lose ? I'd recommend",4
Bitdefender Mobile Security,A Google user,keeps my Samsung Galaxy A15 Protected and running smooth.,5
Bitdefender Mobile Security,A Google user,The best,5
Bitdefender Mobile Security,A Google user,"Since I have work related access from my phone, safeguarding my device is important. This helps me do just that.",5
Bitdefender Mobile Security,A Google user,"Just downloaded it. Accepted, turned on, etc. Every time I leave the app there is still an indication somethings not done. I go back in and once again says web not secure. I turn on, leave, repeat. Frustrated & disappointed.",1
Bitdefender Mobile Security,A Google user,Better than Avast antivirus software.,5
Bitdefender Mobile Security,A Google user,Very rough start. I downloaded the full premium version and within a week I got hacked for the first time ever. I only switched to it because the US outlawed Kaspersky and this was moderately similar. I do like how out of your way the interface is but it seems like that's because it's not actually protecting your device. But at least it makes you feel more secure...,2
Bitdefender Mobile Security,A Google user,I love having everything together not separate programs.,5
Bitdefender Mobile Security,A Google user,I am a Computer tech. Best anti-virus I am aware of!,5
Bitdefender Mobile Security,A Google user,"Bitdefender: - 15+ years and always had the utmost confidence that my family's PCs, laptops, and phones are Totally Secure - Great relationship with their experts who educate and listen - Cost effective",5
Bitdefender Mobile Security,A Google user,My go to anti-virus and security,5
Bitdefender Mobile Security,A Google user,Just awesome,4
Bitdefender Mobile Security,A Google user,Keeps my systems clean from junk and viruses.,5
Bitdefender Mobile Security,A Google user,Been using this for a few years now. Works well on all my devices,5
Bitdefender Mobile Security,A Google user,"Well,the browser security thing keep disactivating and its annoying",4
Bitdefender Mobile Security,A Google user,"To date, we have been well protected but most important is the support when you need it. Bitdefender has provided great support to a great product.",5
Bitdefender Mobile Security,A Google user,"Very Good protection in affordable price This is the third time I am renewing it, well the best AV I ever used but now web protection keeps getting turned off. The solution they provided about battery optimization is not working. I am remoing the 5 star rating one you fix it will review again",1
Bitdefender Mobile Security,A Google user,So far I'm loving this app,5
Bitdefender Mobile Security,A Google user,Exallant app,5
Bitdefender Mobile Security,A Google user,Does an excellent job without slowing.me.down,5
Bitdefender Mobile Security,A Google user,Good spyware removel tool,5
Bitdefender Mobile Security,A Google user,MR Green light,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,Best security app I've found for phone and pc.,5
Bitdefender Mobile Security,A Google user,Very Good,5
Bitdefender Mobile Security,A Google user,"This software is a scam that does not work at all, it has slowed my phone down and reduced my battery life significantly. They are just trying to get people to forget about their subscription after the trail is over, so they get you for the year. Before you cancel",1
Bitdefender Mobile Security,A Google user,Great cyber security app across all devices !!!,5
Bitdefender Mobile Security,A Google user,"Samsung Tablet, start up and operation, significantly slower. Uninstalled, and normal again. Play Store warning says, 'Recent data from similar devices show that this app may stop working on your device.' Well, that's great, hey?",1
Bitdefender Mobile Security,A Google user,YAYYY NO ADS CUZ BITDEFENDER DELETED THE HARDEST MALWARE THAT GIVES ADS,5
Bitdefender Mobile Security,A Google user,Good application,5
Bitdefender Mobile Security,A Google user,Fantastic,5
Bitdefender Mobile Security,A Google user,I have bitdefender on my PC and I can add 3 devices and I have tried and tried it gos to a trial version then it wants you to pay when it should be free.,1
Bitdefender Mobile Security,A Google user,Software is Great but too expensive can't buy,4
Bitdefender Mobile Security,A Google user,"Great security, very reliable.",5
Bitdefender Mobile Security,A Google user,Trust 💯,5
Bitdefender Mobile Security,A Google user,Really great,5
Bitdefender Mobile Security,A Google user,Good results using this app for several months,5
Bitdefender Mobile Security,A Google user,A mobile antivirus that actually works! That's new,5
Bitdefender Mobile Security,A Google user,Exceptional,3
Bitdefender Mobile Security,A Google user,its good at first but i can't delete it 1 star I can't delete it,1
Bitdefender Mobile Security,A Google user,"on Android 13, ""Web protection"" does NOT remain ""on."" We turn it on, again & again, but after 30+ min., it is off again! Back we go, turning it on again! It's actually gotten worse with time (since our purchase months ago) & the several incremental updates! :-( Is a ""clean install"" necessary to resolve this problem or ???? :-(",1
Bitdefender Mobile Security,A Google user,Great protection.,5
Bitdefender Mobile Security,A Google user,Ok,5
Bitdefender Mobile Security,A Google user,An excellent antivirus application,5
Bitdefender Mobile Security,A Google user,Cram it 😂. This app probably don't even work. And u think I'm paying for my 14 day free trial. U must be on better drugs then I 😆,1
Bitdefender Mobile Security,A Google user,Workes well,5
Bitdefender Mobile Security,A Google user,Good,5
Bitdefender Mobile Security,A Google user,Horrible app,1
Bitdefender Mobile Security,A Google user,Awesome app,5
Bitdefender Mobile Security,A Google user,It is a very good application but it's only free for first 15 days. You can safe your phone in just one click in this app and also just in the free trial 😉,4
Bitdefender Mobile Security,A Google user,Awesome,5
Bitdefender Mobile Security,A Google user,It blocks scammers,5
Bitdefender Mobile Security,A Google user,Absolute horsesh*t,1
Bitdefender Mobile Security,A Google user,It seems to be caring. .,4
Bitdefender Mobile Security,A Google user,I used Kaspersky before until it was banned in the US. Should have used bitdefender from the start. I lost 1 year worth of license with kaspersky.,5
Bitdefender Mobile Security,A Google user,Been using this app for years now on 5 devices have just transferred it to a new tablet have had no scams etc since using Bitdefender on PC android and os devices too highly recommend it.,5
Bitdefender Mobile Security,A Google user,workes good better than other one I had McAfee,5
Bitdefender Mobile Security,A Google user,Super dope,5
Bitdefender Mobile Security,A Google user,I have used bitdefender for years and it works great,5
Bitdefender Mobile Security,A Google user,Great software for protecting computers and devices,5
Bitdefender Mobile Security,A Google user,I have not any issues with the Bitdefender app nor on my laptop. Customer service has always been top of the line.,5
Bitdefender Mobile Security,A Google user,Great app,5
Bitdefender Mobile Security,A Google user,It's very productive,4
Bitdefender Mobile Security,A Google user,Excellent protection for all of my devices,5
Bitdefender Mobile Security,A Google user,Awesome,5
Bitdefender Mobile Security,A Google user,Very positive,5
Bitdefender Mobile Security,A Google user,Best of the best,5
Bitdefender Mobile Security,A Google user,Does it's job.,5
Bitdefender Mobile Security,A Google user,👌🤌,5
Bitdefender Mobile Security,A Google user,Love this app,5
Bitdefender Mobile Security,A Google user,It's much better than Norton mobile.,5
Bitdefender Mobile Security,A Google user,Love it,5
Bitdefender Mobile Security,A Google user,Great,5
Bitdefender Mobile Security,A Google user,Great Protection,5
Bitdefender Mobile Security,A Google user,Top notch software,5
Bitdefender Mobile Security,A Google user,It works,5
Bitdefender Mobile Security,A Google user,Easy to use,5
Bitdefender Mobile Security,A Google user,Great app. Great support,5
Bitdefender Mobile Security,A Google user,Brilliant antivirus tool,5
Bitdefender Mobile Security,A Google user,Good app,4
Bitdefender Mobile Security,A Google user,Best app,5
Bitdefender Mobile Security,A Google user,"I have tried many anti-virus and I stopped here. I feel secure. It's been years since I have had to deal with hackers etc. A month ago I lost 180$. I was buying from Walmart and it was a fake. I hurried and got in my own line bank and there it was, the name and phone number of my scammed. This is so unbelievable but I called and a her answered. I told her I was going to plaster all her info on Facebook. She put 80$back in my account. I still have all her info, I don't know how to report it.",5
Bitdefender Mobile Security,A Google user,I love this don't have to check on it it tells me every day what's going on love it thanks Bitdefender,5
Bitdefender Mobile Security,A Google user,You People Are Doing a Great Job.!!! keep It up!!!,4
Bitdefender Mobile Security,A Google user,Amazing app. Really recommend downloading this app for protection. I also recommend downloading the vpn. It's also amazing,5
Bitdefender Mobile Security,A Google user,Great product! Have used it for several years. Seems to capture threats that others miss.,5
Bitdefender Mobile Security,A Google user,Very helpful,5
Bitdefender Mobile Security,A Google user,Works well. Lots of features,5
Bitdefender Mobile Security,A Google user,So far it's spectaconly gets better with timeular,5
Bitdefender Mobile Security,A Google user,Great security app for Android!!,5
Bitdefender Mobile Security,A Google user,"I'll edit later maybe, why the app doesn't let me connect with vpn on ? ( onion over )",3
Bitdefender Mobile Security,A Google user,easy to install on android,5
Bitdefender Mobile Security,A Google user,Love it,5
Bitdefender Mobile Security,A Google user,Great all-in-one app.,5
Bitdefender Mobile Security,A Google user,Good,5
Bitdefender Mobile Security,A Google user,Perfect!,5
Bitdefender Mobile Security,A Google user,1 of the Best AV till date.,5
Bitdefender Mobile Security,A Google user,It protects my device ver well👍,5
Bitdefender Mobile Security,A Google user,Love this app!. It keeps me protected in multiple ways.,5
Bitdefender Mobile Security,A Google user,Pretty good. My only issue is it likes to randomly turn off features and not notify that they updated/changed and need to be manually reenabled. Hopefully that gets fixed as it gets irritating to go out of my way to monitor it.,4
Bitdefender Mobile Security,A Google user,A solid shield against insidious attacks! Thank you Bitdefender!!,5
Bitdefender Mobile Security,A Google user,I'm safe thank you,5
Bitdefender Mobile Security,A Google user,Amazing,5
Bitdefender Mobile Security,A Google user,Helpful I had no idea this was available to me,5
Bitdefender Mobile Security,A Google user,All my systems have had BitDefender for years. Wouldn't go Anywhere without it....,5
Bitdefender Mobile Security,A Google user,excellent app,5
Bitdefender Mobile Security,A Google user,Bloatware Uses to many resources,2
Bitdefender Mobile Security,A Google user,optimal,5
Bitdefender Mobile Security,A Google user,Exceptional app.,5
Bitdefender Mobile Security,A Google user,Good,4
