Package_name,Reviewer_name,Review,Rating
Norton Genie,Selina Garza,im really glad go im unsure message let know every time dont get scammed,5
Norton Genie,Julie Alexander,dont get,4
Norton Genie,jesse scott scptt,great app,5
Norton Genie,krupalvidyasagar kodali,fine wonderful app searchscan scammer scaning welldone usefull beginner learning smart way search scan scammer,5
Norton Genie,Jennifer Day,entire life interested please contact one hundred seventy,5
Norton Genie,A Google user (randall n. owens),ok glad app,3
Norton Genie,Travis Cox,im grateful,5
Norton Genie,Abdi wali Aden,cabdi wali adan isaaq,4
Norton Genie,Skyler Knott,love,5
Norton Genie,Coinage Media Designs,fresh,5
Norton Genie,Laura Lynn Welker,norton genie awesome ever question legitimacy something submit text offer offered genie tell legitimate simple love,5
Norton Genie,Lyle Allen (Satellite Lyle),norton genie app awesome definitely continuously learning different scam tactic impressed,5
Norton Genie,kristy salmon,fantastic quick easy way check sm quite sure used lot different sm work perfectly every time explains scam easy understand tip avoid scammed great everyone app phone,5
Norton Genie,Anshuman Tripathy,perfect app keep,5
Norton Genie,Ajay Kumar,md soil azam ajay khan,1
Norton Genie,joseph jones (a.i. avatar),cant get answer stuff load,4
Norton Genie,Arvind Kumar,app lying_face,1
Norton Genie,Joniyah Madden,hate said alex text dad said ok andso yeah loudly_crying_face,1
Norton Genie,Edwardesia Reed,love app,4
Norton Genie,Lmoe Green,wow flushed_face like angel,5
Norton Genie,Kc Player,amazing finally app like neededit work great love incredibly helpful chat aspect well,5
Norton Genie,Joseph Anthony,u investigate,1
Norton Genie,Jason Barron,sooooo write email text hand onto genie determine one scam lol thats joke,1
Norton Genie,Paul Stevens,excellent service quick problem,5
Norton Genie,Md Masud Rana,masud,5
Norton Genie,Sandeep Day,wasnt,5
Norton Genie,ANIRUDH BHATTACHARYA,useful tool,5
Norton Genie,Gerald Colan-O'Leary,sadly since first top mark review app stopped every time hit upload image phase image appear fine odd norton advise please super concept use doesnt analyse image,1
Norton Genie,Alice Pallan,youre good thumbs_up,5
Norton Genie,Ruby De Leon,love,5
Norton Genie,Adrian Gheorghe,scan link photowith scam link detect,5
Norton Genie,Harry T,amazing,5
Norton Genie,Joe H,helpful,5
Norton Genie,Brian Rolstone,one helpful thing phone educating scammer attacking phone dont know everyone else mine daily would recommend everyone getting security app,5
Norton Genie,Flifteen,detect scam,5
Norton Genie,EmilyMarie Browne,scammed genie know protect,5
Norton Genie,Ginger Hadley,help figure scam love,5
Norton Genie,Timothy Burgess,work texting best good app use phone help one great app side,5
Norton Genie,Christian Okeke,app appears good sensitive anything love show always high alert vigilant file app anything else thats accepted security guard,5
Norton Genie,Chensy Dela vega,im happy somehow relieved sorrow thank,5
Norton Genie,"Bernadette (Bea xoxo , Bern)",love fact tool protect allows learn together challenge think thanks much,5
Norton Genie,Marc,good scan good result,4
Norton Genie,SAUD BUKSH,excellent,5
Norton Genie,John Martin,,5
Norton Genie,anshul sanatani,mast app,5
Norton Genie,M S K S,worst app uploading image stopped working automatically app got closed,1
Norton Genie,Todd Principio,accurate,5
Norton Genie,Hailey Nicole Brodie Howland,good information,5
Norton Genie,Uday Mehta,reliable effective userfriendly app thank norton developer keep,5
Norton Genie,Daniel Aguilar,checked couple known scam got tee free amazing im biggest fan norton definitely hidden gem,5
Norton Genie,Tiffany K.,far app found three invoice scam email way go giving u cool app keep u safe fraud,5
Norton Genie,K,tell app vary solid reliable,5
Norton Genie,Michael Mckay,unsure scam get app clarify scam scam,5
Norton Genie,S M,give good feedback recommends best solution never click anything,5
Norton Genie,Chandni Chauhan,ariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesariesaries,5
Norton Genie,Ctexplore,cool useful tool,5
Norton Genie,Arturo Herrera Jr,great idea get good norton genie help need,5
Norton Genie,Amanda Henson,super cool,5
Norton Genie,Nancy Niebling,excellent app help get cellphone cleaned,5
Norton Genie,Jessica La'Day,program good useful help catch scam sure scam,4
Norton Genie,Shane Jones,accurate effective great,5
Norton Genie,Adam Hurkett,good,3
Norton Genie,Peter Taggart,great app installing parent phone asap old idea scammer,5
Norton Genie,Timothy Brooks,yeah great information get back information,4
Norton Genie,Sana Kaur,bad wanted test scam website free robux ofc scam said scam dont download,1
Norton Genie,BRIAN KEENEY,sorry everything fiber optic norton,5
Norton Genie,IRENE Mccourt,give piece mind help learn spot scam,5
Norton Genie,Max,thanx dove,5
Norton Genie,Jacob Runkle (Jake),thinker,5
Norton Genie,Jonathan Mcwilliams,one best apps year especially scammed aware someone trying scare thanks guy norton,5
Norton Genie,Christel Williams,best app ever recommend allheart_suit thank,5
Norton Genie,The KIN3TEK Initiative,two hundred forty-two paid goodman gas industry knew nothing doge though spose knowed hundred_points,5
Norton Genie,vijesh panchal,good,5
Norton Genie,r g,installed app hope might bell cat numerous google scam apps uninstalled example data mining trash partner setup luck moving,1
Norton Genie,Ganesh burase Burase,santa_claus,1
Norton Genie,Harbhajan Singh Sidhu,youre freeking great thumbs_up absolutely fantastic,5
Norton Genie,Scott Chya,interesting concept guess well know help soon,5
Norton Genie,Rana Sabir,good vpn,5
Norton Genie,Martel Johnson,love,5
Norton Genie,Mohit Kumar,nice,5
Norton Genie,Benjamin Brown,provided great help warning,4
Norton Genie,*VENKATESH S P,good,5
Norton Genie,Shane Egbert,smooth ui efficient outstanding result,5
Norton Genie,Russell Rossi (Rusty),pretty impressive app ive found necessity cell phone,4
Norton Genie,Edward Wheeler,absolutely great helpful interactive,5
Norton Genie,Hannah Turner,good,5
Norton Genie,DavidLee DeBoard,best ever thanks,5
Norton Genie,JUSTIN C WHITELEY,entonces good safety ring_buoy,5
Norton Genie,Eileen Day,quick easy use v eryhandy really looking e spending time youlets lunch together today dont anything planned ok taylor think anything need say ring come roomeileen see later,4
Norton Genie,Adam Ring,black atteack,1
Norton Genie,Chandru Chandu,super,5
Norton Genie,Aravindan S,useful one,5
Norton Genie,William Cox,every thing atlas paid card account come come missed one open question,5
Norton Genie,Kevin Gillen,let go,5
Norton Genie,Victor Delvalle,far good,5
Norton Genie,Opti Mum,great app counter upcoming ai based threat,5
Norton Genie,Tina Shelton,good,5
Norton Genie,Joseph Laginestra,starting figure work app think love application thank norton genie,5
Norton Genie,Dianne Delgado,downloaded app far different check rate,3
Norton Genie,Andrew Thorne,server busy every time,3
Norton Genie,Derek Dark,keep mind ease,5
Norton Genie,Mark Neurohr,good app,5
Norton Genie,Sndeep negi Vipun negi,good work,5
Norton Genie,Jeremiah Benton,okay really expected doesnt really definitively let know pretty vague wish ever impressed answer question asked understood looking,3
Norton Genie,Claudine Sterkel,way awesome app soo love,5
Norton Genie,Budhan Soren,bijola kisku,1
Norton Genie,Tammy Hunter,im giving three star opened app would like use longer period far seems like may helpful app,3
Norton Genie,KHURSHID AHMED,good app,5
Norton Genie,Rebecca Citizen,work great grinning_face_with_big_eyes,5
Norton Genie,Janeth Villalobos,right great grandeosa mente,5
Norton Genie,Justin rose,imajroues,5
Norton Genie,Ayush Ayush,looking fabulous,5
Norton Genie,Krishna Prajapati,false null,5
Norton Genie,Marimuthu Marimuthu,ko super,3
Norton Genie,fazle Khan,best ai scam security check nice appve useful,5
Norton Genie,Thomas Brown,outstanding,5
Norton Genie,Bob Rheinfeldt,easy use seems work well good addition,5
Norton Genie,#1Colts Fan,far good,5
Norton Genie,Chris Shaw,ài thinking_faceface_with_monoclefour_leaf_clover,5
Norton Genie,Ramishwar Sunita,lagbhag ten year ho gya,5
Norton Genie,gajjala ramakrishna,good,1
Norton Genie,"US. INDP REGISTERED “EXECUTIVE SPL SERVICES” FIRM,. NO ONE IS ABOVE THE LAW",tool stop scammer ok_buttonthumbs_upsmiling_face_with_halo,5
Norton Genie,Samantha Nelson,iolove norton genieai scam deter ßamundertaker,5
Norton Genie,Andrea Gormly (Andi),work far gravy,3
Norton Genie,Chaice Walter,like far ive week tho,4
Norton Genie,Muhammad rafeek Rafeek,wish many thing happy birthday dear god bless,5
Norton Genie,Todd Stoutt,love,5
Norton Genie,Jessica Griffin,really like idea time took get know reason get thing go process finding best,5
Norton Genie,sam mcclendon,far good,5
Norton Genie,Michael Strauss,might help people cant recognize reasonably obvious scam clue need ability recognise well designed spam particular would lot useful could upload full email message text plus header app could detect email sent address one shown one today purportedly friend trouble really scammer wanting reply cant tell,3
Norton Genie,Ogwang Belmos,great,5
Norton Genie,Pradeep Kulkarni,good app please update mail whats app much social medium app,4
Norton Genie,Flaca Morales,wow app live hundred_pointsthinking_facehundred_points helped lot recommend folded_handssaluting_face,5
Norton Genie,Robert Biddell,excellent app saved money thankyou,5
Norton Genie,Frankie Musk,manifencentseven,5
Norton Genie,Cody Woody,right man welp here sacrificing human right name alleged safety speak knowing united state state happening theme seems recurrent day people listen please importante matter fact stop giving liberty name promise hope dream emotional state never worth shinier always better sometimes control know word fraudulent app work one profitting consistent humanignorance,2
Norton Genie,Debra D Denney (Mamaw),far app ever trusted help w scam far,4
Norton Genie,Chase,alright,4
Bitdefender Mobile Security,A Google user,big defense always caught scammer app,5
Bitdefender Mobile Security,A Google user,best anti virus zero day easy use,5
Bitdefender Mobile Security,A Google user,work well using year,5
Bitdefender Mobile Security,A Google user,excellent product good price,5
Bitdefender Mobile Security,A Google user,excellent best,5
Bitdefender Mobile Security,A Google user,easy install use,5
Bitdefender Mobile Security,A Google user,amazing product,5
Bitdefender Mobile Security,A Google user,far good many security layer,5
Bitdefender Mobile Security,A Google user,great protection app,5
Bitdefender Mobile Security,A Google user,found two apps threat,5
Bitdefender Mobile Security,A Google user,best security,5
Bitdefender Mobile Security,A Google user,ive using antivirus app almost seven year fantastic work seamlessly kind device provides reliable protection also appreciate protects chat adding extra layer security conversation highly recommended anyone looking trustworthy antivirus solution,5
Bitdefender Mobile Security,A Google user,awsome,5
Bitdefender Mobile Security,A Google user,getting concerned crash app recently,1
Bitdefender Mobile Security,A Google user,installed app far seems ok see well work week full rating given,4
Bitdefender Mobile Security,A Google user,defender virus,5
Bitdefender Mobile Security,A Google user,excellent,5
Bitdefender Mobile Security,A Google user,good far,5
Bitdefender Mobile Security,A Google user,good job far impressed,5
Bitdefender Mobile Security,A Google user,starter user expecting see result,3
Bitdefender Mobile Security,A Google user,cool,4
Bitdefender Mobile Security,A Google user,"trusted wifi reliably working anymore since eleven thousand , five hundred twenty-four update updated happens one time thing feature isnt working im connected home wifi network listed bitdefenders trusted list every time use phone app lock active smart unlock longer working",2
Bitdefender Mobile Security,A Google user,another virus scanner doesnt allow scan sd card phone file stored,1
Bitdefender Mobile Security,A Google user,must best security software,5
Bitdefender Mobile Security,A Google user,solid security app highly rated detection accuracy great feature web protection enablement sure one reboot app installation advised inapp update five star fixed,4
Bitdefender Mobile Security,A Google user,great antivirus software application love definitely recommend smiling_face thumbs_up,5
Bitdefender Mobile Security,A Google user,high protection internet,5
Bitdefender Mobile Security,A Google user,got app cuz hacker following need get google acct apps trying fix identity compromised identity year ago delete much alot sharing share nothing thank awesome,5
Bitdefender Mobile Security,A Google user,good safe,5
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,far good issue yet difficulty finding information feature would install particular device deal breaker mean,4
Bitdefender Mobile Security,A Google user,seem get confused ref account use changed account email address,4
Bitdefender Mobile Security,A Google user,todo funciona bien solo que la protección web se desactiva ella sola cuando uno se sale de la app,4
Bitdefender Mobile Security,A Google user,work well,5
Bitdefender Mobile Security,A Google user,love,5
Bitdefender Mobile Security,A Google user,great,5
Bitdefender Mobile Security,A Google user,good protection,5
Bitdefender Mobile Security,A Google user,nice,4
Bitdefender Mobile Security,A Google user,red_heartred_heartred_heartred_heart,5
Bitdefender Mobile Security,A Google user,good security wise ive using since long time recently choose manual scan click start scan button app freeze show bitdefender mobile security isnt responding happening repeatedly day even restarting appphone still remains issue kindly check issue,4
Bitdefender Mobile Security,A Google user,gr8 twenty year,5
Bitdefender Mobile Security,A Google user,far im pleased still pleased security service im sure bitdefender work apple mac check asap,5
Bitdefender Mobile Security,A Google user,much good,5
Bitdefender Mobile Security,A Google user,good defender thumbs_up,5
Bitdefender Mobile Security,A Google user,love using bitdefender phone parent phone case,5
Bitdefender Mobile Security,A Google user,good antivirus pc phone simple everyone including beginner phone user,5
Bitdefender Mobile Security,A Google user,provides good security,5
Bitdefender Mobile Security,A Google user,ok_hand,4
Bitdefender Mobile Security,A Google user,excellent service,5
Bitdefender Mobile Security,A Google user,downloaded app block mspy app someone installed still able get personal information facebook messenger phone bitdefender several scan saying phone safe,1
Bitdefender Mobile Security,A Google user,great hang force close,1
Bitdefender Mobile Security,A Google user,bitdefender need get,5
Bitdefender Mobile Security,A Google user,great security app,5
Bitdefender Mobile Security,A Google user,far goodalthough sometimes shuts loss restart,4
Bitdefender Mobile Security,A Google user,best mobile security simple secure,5
Bitdefender Mobile Security,A Google user,great,5
Bitdefender Mobile Security,A Google user,really thorough extensive protection feel safe,5
Bitdefender Mobile Security,A Google user,virus japanese,3
Bitdefender Mobile Security,A Google user,last update app freeze trying scan,3
Bitdefender Mobile Security,A Google user,bitdefender mobile security dose exactly supposed,5
Bitdefender Mobile Security,A Google user,far great thumbs_up,5
Bitdefender Mobile Security,A Google user,great app,5
Bitdefender Mobile Security,A Google user,easy satisfied,5
Bitdefender Mobile Security,A Google user,great app,5
Bitdefender Mobile Security,A Google user,good work,1
Bitdefender Mobile Security,A Google user,use bitdefender computer protection love used device,5
Bitdefender Mobile Security,A Google user,good,4
Bitdefender Mobile Security,A Google user,webtext protector match bitdefender bitdefender vpn,5
Bitdefender Mobile Security,A Google user,saved android hacking malicious attack cant recommend itnmore thr best defemse thr market,5
Bitdefender Mobile Security,A Google user,far trial seems good im liking subscribed today feeling safe previously,5
Bitdefender Mobile Security,A Google user,great app,5
Bitdefender Mobile Security,A Google user,purchased bitdefender vpn week later two ago hacked freeze account requested refund going call make sure subscription canceled,1
Bitdefender Mobile Security,A Google user,bitmisleading getting paid service bought annual package multiple device delving depth multiple addons feature decide buy package installing onto laptop called total security trial mode trying get purchase reflect window find premium package ten paid includes everything itemize extra purchase package deal againthrough window,2
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,awesome tool easy use,5
Bitdefender Mobile Security,A Google user,changing avast compatible phone love autopilot,5
Bitdefender Mobile Security,A Google user,wonder ful security,5
Bitdefender Mobile Security,A Google user,best ever,5
Bitdefender Mobile Security,A Google user,great app,5
Bitdefender Mobile Security,A Google user,love knowing im safe protected,5
Bitdefender Mobile Security,A Google user,smooth app,5
Bitdefender Mobile Security,A Google user,using free version feel much safer close call,5
Bitdefender Mobile Security,A Google user,best app,5
Bitdefender Mobile Security,A Google user,thought virus god bless everyone blocking scammer,5
Bitdefender Mobile Security,A Google user,great app,5
Bitdefender Mobile Security,A Google user,best antivirus try today regret,5
Bitdefender Mobile Security,A Google user,excellent experience,5
Bitdefender Mobile Security,A Google user,dont much review yet hoping someone could confirm legitimate bitdefender app mobile googled legit apps appearance google ai said primarily blue shield neither true app reluctant use app im one thousand sure safe requires full control device permission granted order give full threat protection,3
Bitdefender Mobile Security,A Google user,work protect device provides great tip action take,5
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,best app ever saved life,5
Bitdefender Mobile Security,A Google user,far brilliant,5
Bitdefender Mobile Security,A Google user,bitdefender web protection required reboot turn otherwise phenomenal app,5
Bitdefender Mobile Security,A Google user,imoressive protection,5
Bitdefender Mobile Security,A Google user,best,5
Bitdefender Mobile Security,A Google user,easy effortless,5
Bitdefender Mobile Security,A Google user,ive used bitdefender device many year never problem,5
Bitdefender Mobile Security,A Google user,nice,5
Bitdefender Mobile Security,A Google user,perfect,5
Bitdefender Mobile Security,A Google user,best app everkeep good work,5
Bitdefender Mobile Security,A Google user,hope app legit fully rate five star,4
Bitdefender Mobile Security,A Google user,best app malware problem,5
Bitdefender Mobile Security,A Google user,excellent security thanks biddefender team,5
Bitdefender Mobile Security,A Google user,good easy use app,5
Bitdefender Mobile Security,A Google user,best,5
Bitdefender Mobile Security,A Google user,seems work well,5
Bitdefender Mobile Security,A Google user,saved attempted takeover first week,5
Bitdefender Mobile Security,A Google user,easy install,5
Bitdefender Mobile Security,A Google user,happy day issus,5
Bitdefender Mobile Security,A Google user,seems easy use set havent really long decided get kaspersky longer google play,4
Bitdefender Mobile Security,A Google user,nice,5
Bitdefender Mobile Security,A Google user,trusted quick action program really work well im using last five year,5
Bitdefender Mobile Security,A Google user,cool fast abd reliablr,5
Bitdefender Mobile Security,A Google user,great app kept device safe year,5
Bitdefender Mobile Security,A Google user,still test running,5
Bitdefender Mobile Security,A Google user,good far,4
Bitdefender Mobile Security,A Google user,love guy much suspicious since device overheats performance feel weakened went google best detection app found detected twelve malware phone uninstalled performance became smooth phone doesnt lag much life saver,5
Bitdefender Mobile Security,A Google user,love u,5
Bitdefender Mobile Security,A Google user,excellent excellent excellent,5
Bitdefender Mobile Security,A Google user,best running smootly,5
Bitdefender Mobile Security,A Google user,phone overheats frequently due excessive scan id like option set specific scan schedule similar feature pc version reduce frequency scan update recent bitdefender update im experiencing issue app lock despite connecting trusted wifi network app lock still prompt enter pin time open app,3
Bitdefender Mobile Security,A Google user,superok_handvictory_hand,5
Bitdefender Mobile Security,A Google user,excellent easy apply,5
Bitdefender Mobile Security,A Google user,ive using bd year would definitely recommend using,5
Bitdefender Mobile Security,A Google user,amazing love,5
Bitdefender Mobile Security,A Google user,far good complaint yet,5
Bitdefender Mobile Security,A Google user,downloaded seems great application,4
Bitdefender Mobile Security,A Google user,issue recent update web protection show turned activate change app switch back say tested three different phone behavior visual bug since bitdefender central report protection device phone restart work issue reappears randomly day,3
Bitdefender Mobile Security,A Google user,awesome product,5
Bitdefender Mobile Security,A Google user,easy use lot security feature,5
Bitdefender Mobile Security,A Google user,year satisfied,5
Bitdefender Mobile Security,A Google user,good experience,5
Bitdefender Mobile Security,A Google user,far good,5
Bitdefender Mobile Security,A Google user,claimed free fourteen day trial hassle worth,2
Bitdefender Mobile Security,A Google user,best antivirus,5
Bitdefender Mobile Security,A Google user,feel protected issue malware infecting system since began using bitfender,5
Bitdefender Mobile Security,A Google user,good antivirus,5
Bitdefender Mobile Security,A Google user,standing love app ti amazing wow,5
Bitdefender Mobile Security,A Google user,clean easy use great computer illiterate,5
Bitdefender Mobile Security,A Google user,love,5
Bitdefender Mobile Security,A Google user,new seems okay,4
Bitdefender Mobile Security,A Google user,always used computer also phone tablet,5
Bitdefender Mobile Security,A Google user,far good,5
Bitdefender Mobile Security,A Google user,excellent doesnt start,1
Bitdefender Mobile Security,A Google user,unbelievably good av intrusion response great win10 android tested leading av software one able detect everything threw including mundane thing like tracking cooky even block malicious file encryption wrote simple autoencrypting script simulating rudimentary ransomware blocked could even run firewall management feature great easy block unwanted connection,5
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,alright keep safe job,3
Bitdefender Mobile Security,A Google user,easy understand use thank,5
Bitdefender Mobile Security,A Google user,best,5
Bitdefender Mobile Security,A Google user,bitdefender working well,5
Bitdefender Mobile Security,A Google user,great app comprehensive protection,5
Bitdefender Mobile Security,A Google user,love apps pain,4
Bitdefender Mobile Security,A Google user,great security app,5
Bitdefender Mobile Security,A Google user,absolutely best keep good work sir team app one,5
Bitdefender Mobile Security,A Google user,fantastic,5
Bitdefender Mobile Security,A Google user,scanning apps stop two hundred sixty-six six hundred sixty apps say app stopped tell perform full scan,3
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,friend engineer crowdstrike recommended bitdefender,5
Bitdefender Mobile Security,A Google user,used bitdefender ten year desktop laptop mobile worry,5
Bitdefender Mobile Security,A Google user,great,5
Bitdefender Mobile Security,A Google user,تحریم برای ایرانی ها,1
Bitdefender Mobile Security,A Google user,love app,5
Bitdefender Mobile Security,A Google user,app told,5
Bitdefender Mobile Security,A Google user,easy use helpful thank much,5
Bitdefender Mobile Security,A Google user,instilled app look incredible easy use,5
Bitdefender Mobile Security,A Google user,far good useful tip scam look app doesnt drain battery ill update review ive actually paid used thumbs_up_light_skin_tone,4
Bitdefender Mobile Security,A Google user,app good,5
Bitdefender Mobile Security,A Google user,malware galaxy s21 could found two major paid service mcafee microsoft also tried avast avg bitdefender found first scan got rid free trail thank,5
Bitdefender Mobile Security,A Google user,secure app mobile internet purpose,5
Bitdefender Mobile Security,A Google user,clear,4
Bitdefender Mobile Security,A Google user,found bitdefender excellent protection phone pc highly recommend software,5
Bitdefender Mobile Security,A Google user,really good yall definitely recommend fair price feature thirteen month cant,5
Bitdefender Mobile Security,A Google user,new user,5
Bitdefender Mobile Security,A Google user,love app easy use,5
Bitdefender Mobile Security,A Google user,useful app recommend,5
Bitdefender Mobile Security,A Google user,awsome,5
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,outstanding,5
Bitdefender Mobile Security,A Google user,good except dont like always disconnect web protection also theft app lockprotection pretty spooky,4
Bitdefender Mobile Security,A Google user,reliable mobile security app thumbs_up,5
Bitdefender Mobile Security,A Google user,take time read instruction perform task heavy lifting great program,5
Bitdefender Mobile Security,A Google user,experience good,4
Bitdefender Mobile Security,A Google user,unable use app loading going sit day waiting load please fix app,1
Bitdefender Mobile Security,A Google user,good till know,5
Bitdefender Mobile Security,A Google user,absolutely five star glowing_starglowing_starglowing_starglowing_starglowing_star highlyrecommend,5
Bitdefender Mobile Security,A Google user,bought total security hung ymca satx app twenty minute far also cant stop scan accessibility icon doesnt work,1
Bitdefender Mobile Security,A Google user,unnecessarily complicated piece software user manual,1
Bitdefender Mobile Security,A Google user,wow great appi feeling secure use phone nowi trust bitdefender thats pc also definitely give five star star,5
Bitdefender Mobile Security,A Google user,mess logging banking apps app lock feature even though banking apps selected app locking seems way prevent app lock adding fingerprint check work often prevents access app banking apps already finger print authentication tried chatting support chat function work,2
Bitdefender Mobile Security,A Google user,web protection keep turning instantly keep saying issue,2
Bitdefender Mobile Security,A Google user,web scam protection storage scanner switch time despite following available troubleshooting instruction bitdefender problem remains contacted company support indication given would take issue seriously address programming level attitude seemed sorry cant wont anything since changing another leading provider name respect ive never encountered similar problem,2
Bitdefender Mobile Security,A Google user,escaped norton clutch twenty-five year research settled highest level individual plan bitdefender service app top notch everything work advertised,5
Bitdefender Mobile Security,A Google user,excellent protection sensible cost,5
Bitdefender Mobile Security,A Google user,giving go came highly recommended lot option may even pay full version,4
Bitdefender Mobile Security,A Google user,new right,5
Bitdefender Mobile Security,A Google user,really like,5
Bitdefender Mobile Security,A Google user,im giving forty-five ive app two day far im really liking see 5christmas_tree may still coming use app longer time,4
Bitdefender Mobile Security,A Google user,far nice use awhile yah know,4
Bitdefender Mobile Security,A Google user,easy use,5
Bitdefender Mobile Security,A Google user,set far good already detected couple thing phone,5
Bitdefender Mobile Security,A Google user,install tell password need number symbol character allow create account,1
Bitdefender Mobile Security,A Google user,say yes allow everything safe great app,5
Bitdefender Mobile Security,A Google user,impressed defender recommended guy manages company use different software tell software better security place one company us person give advice specific software say better one lot expensive take advice,5
Bitdefender Mobile Security,A Google user,excellent suite protection easy configure protect device excellent product,5
Bitdefender Mobile Security,A Google user,excellent,5
Bitdefender Mobile Security,A Google user,senior security engineer confirm best antivirus cyber security service consumer use,5
Bitdefender Mobile Security,A Google user,include ai solution virus hack non tech savvy person also safe,5
Bitdefender Mobile Security,A Google user,simple intuitive secure,5
Bitdefender Mobile Security,A Google user,good loving,3
Bitdefender Mobile Security,A Google user,best app,5
Bitdefender Mobile Security,A Google user,helpful thanks,1
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,really good,5
Bitdefender Mobile Security,A Google user,far complaint phone locked like fort knox like get little tedious putting code every time open app really play setting get right also went vpn addon well bad combination wish could url email address lookup fly email arent sure though reverse number lookup would nice touch well would recommend,4
Bitdefender Mobile Security,A Google user,app three month nowand seems advertised accidentally clicked malicious link bitdefender blocked entering also clicked malicious link another popular app prevented entering would recommend anyone mobile phone,2
Bitdefender Mobile Security,A Google user,last year using bitdefender whilst technically ok ten limit time anymore anytime use two phone two tablet two desktop pc three laptop need nine license rest family point take home ten node limit bind user mac address pin ip address stop abusepiracyp ten seems generous day age common multiple device limit pls,4
Bitdefender Mobile Security,A Google user,best dang protection smith wesson,5
Bitdefender Mobile Security,A Google user,need protection many hacker everywhere appreciate bitdefender good virus protection pc android phone highly recommend product ok_hand,5
Bitdefender Mobile Security,A Google user,great antivirse,5
Bitdefender Mobile Security,A Google user,good,5
Bitdefender Mobile Security,A Google user,excellent,5
Bitdefender Mobile Security,A Google user,nice app hundred_pointshundred_pointssmiling_facesmiling_face,5
Bitdefender Mobile Security,A Google user,work ease feel protected,4
Bitdefender Mobile Security,A Google user,wanted good antivirus defender chat gpt offerd,5
Bitdefender Mobile Security,A Google user,block bad site working good,5
Bitdefender Mobile Security,A Google user,great highly recommended,5
Bitdefender Mobile Security,A Google user,easy set great price,5
Bitdefender Mobile Security,A Google user,web browser security keep turning annoying,2
Bitdefender Mobile Security,A Google user,nice app cleaning phone virus,2
Bitdefender Mobile Security,A Google user,best mobile security antivirus app,5
Bitdefender Mobile Security,A Google user,protects equipment malware virus,5
Bitdefender Mobile Security,A Google user,great app far good,5
Bitdefender Mobile Security,A Google user,recent update app crash time iam opening even paid licence,1
Bitdefender Mobile Security,A Google user,great app thumbs_upthumbs_upthumbs_upthumbs_upthumbs_up thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up,5
Bitdefender Mobile Security,A Google user,good app,5
Bitdefender Mobile Security,A Google user,virus protection great never really problem app bug wish easy way check payment billing adding removing credit card without call wait hold,4
Bitdefender Mobile Security,A Google user,easy navigate beginner,5
Bitdefender Mobile Security,A Google user,great app really protecting,5
Bitdefender Mobile Security,A Google user,support app excellent,5
Bitdefender Mobile Security,A Google user,using bitdefender since two thousand sixteen never disappointed,5
Bitdefender Mobile Security,A Google user,love hope kick ex phone,5
Bitdefender Mobile Security,A Google user,grate app recommend,5
Bitdefender Mobile Security,A Google user,awesome app love loyalfast easy get security facility service,5
Bitdefender Mobile Security,A Google user,love virus protection provides issue renewing bitdefender provided great customer service got straightened,5
Bitdefender Mobile Security,A Google user,much better previous software,5
Bitdefender Mobile Security,A Google user,downloaded found three virus internet infection three four time three threat gone,5
Bitdefender Mobile Security,A Google user,great,5
Bitdefender Mobile Security,A Google user,applock working,2
Bitdefender Mobile Security,A Google user,youre thick head nice feel secure online bitdefender looking stopped many many threat,5
Bitdefender Mobile Security,A Google user,work,5
Bitdefender Mobile Security,A Google user,excellent product keep computer phone safe,5
Bitdefender Mobile Security,A Google user,nice,4
Bitdefender Mobile Security,A Google user,hand one thee best anti virus protection highly recommend edit app give error wificell phone connection odd please fix asap cause want purchase yearly plan,4
Bitdefender Mobile Security,A Google user,update p9p app lock bigger issue biometric finger print working face unlock fails hope get addressed biggest annoyance far app lock doesnt seem work well biometrics always issue enter pin everytime would nice could address reliability biometric working app lock feature maybe fix improvement road hope otherwise overall great,3
Bitdefender Mobile Security,A Google user,autoturning scan alert web protection feature even though given right permission need improvement auto turnoff,1
Bitdefender Mobile Security,A Google user,free version work well,5
Bitdefender Mobile Security,A Google user,great,5
Bitdefender Mobile Security,A Google user,great,5
Bitdefender Mobile Security,A Google user,login required seriously,1
Bitdefender Mobile Security,A Google user,disables least three time day even though battery saving option turned cant get stay active five hour without disabling annoying,4
